name,SMILES
,C1C(NC(=NC1O)N)C2C(=O)NCC(C(=O)NC(C(=O)NC(C(=O)NC(=CNC(=O)N)C(=O)N2)CO)CO)NC(=O)CC(CCCN)N.OS(=O)(=O)O.OS(=O)(=O)O
,CN1C2=C(N=CC=C2)N=C1CN3CC4C(C3)C4COCC5=CC(=CC=C5)Cl
,CC(C)CC(C(=O)NC(CC(C)C)C(=O)NCC(=O)NC(CCC(=O)N)C(=O)NC(CC(C)C)C(=O)NC(CO)C(=O)NC(C)C(=O)NC(CCCCN)C(=O)NC(CCCCN)C(=O)NC(CC1=CC=C(C=C1)O)C(=O)NC(CC(C)C)C(=O)NC(CCC(=O)O)C(=O)NC(CO)C(=O)NC(CC(C)C)C(=O)NC(CCSC)C(=O)N)NC(=O)C(CCCCN)NC(=O)C(CO)NC(=O)C(CC2=CC=CC=C2)NC(=O)C(CC(=O)O)NC(=O)C(CO)NC(=O)C(C(C)O)NC(=O)C(CC3=CC=CC=C3)NC(=O)C(C(C)C)NC(=O)CNC(=O)C(CC(=O)O)NC(=O)C(C)NC(=O)C(CC4=CNC=N4)N
,CC1(CC(CC(N1O)(C)C)OC(=O)C2CC2)C
,C1CC2CNC(CC2CC1CCC3=NNN=N3)C(=O)O.O
,C1CN(CCC1C2=NC(=NO2)C3=CC=CS3)C(=O)CC#N
,CC(CCOP(=O)(O)OP(=O)(O)O)(C(C(=O)O)F)O
,COCCOCCOCCOCCOCCOCCOCCOC1CCC2(C3CC4=C5C2(C1OC5=C(C=C4)O)CCN3CC=C)O
,C1CCN(CC1)CCCC(C2=CC=CC=C2)(C3=CC=CC=C3)O
,CC(C)C1=C(C(=NO1)C2=C(C=CC=C2Cl)Cl)COC3=CC(=C(C=C3)C=CC4=CC(=CC=C4)C(=O)O)Cl
,CC1CC2C(C(C3(O2)CCC4C5CC=C6CC(CCC6(C5CC4=C3C)C)O)C)NC1
,COC1=CC(=CC(=C1)C=C2CCCC(=CC3=CC(=CC=C3)Cl)C2=O)OC
,CCN(C1=NC=C(C=C1)C(=O)O)C2=CC3=C(C=C2C)C(CCC3(C)C)(C)C
,CC1C2C(C(=O)N2C(=C1SC3CN4C=NC=[N+]4C3)C(=O)[O-])C(C)O
,CN1C=C(C=N1)S(=O)(=O)N2CCC3=CC4=C(CC3(C2)C(=O)C5=NC=CC(=C5)C(F)(F)F)C=NN4C6=CC=C(C=C6)F
,CCCC(=O)NC1=NNC2=C1C=CC(=C2)C(F)(F)F
,CN(C)C1=CC=CC2=C1C=CC=C2S(=O)(=O)Cl
,CC(C)C(C(=O)NC)NC(=O)C(C(C(C(C(=O)NC1C(CC2=CC=CC=C12)O)OCC3=CC=CC=C3)O)O)OCC4=CC=CC=C4
,CCN(CC=CC1=CC(=C(C=C1)C2CCCCC2)Cl)C3CCCCC3
,CNCC1=CC(=C(C=C1)OC)C2(C3=C(C=CC(=C3)Cl)N(C2=O)S(=O)(=O)C4=CC=C(C=C4)OC)N5CCCC5C6=NC=CO6
,CCCC(=O)NC1CC2=C(C1)C=C(C=C2)S(=O)(=O)N
,C1=CC(=CC(=C1)C(F)(F)F)C2=CC(=C(C=C2)OC3=C(C=C(C=C3)S(=O)(=O)NC4=NC=NS4)C#N)C5=CC(=NC=C5)CN
,C(CC(=O)NCC(=O)O)C(C(=O)O)N
,CC(=CCNC1=C2C(=NC=N1)N(C=N2)C3C(C(C(O3)CO)O)O)C
,COC1=C(C=C(C=C1)C2=CC(=O)C3=C(C=C(C=C3O2)OC)O)C4=C(C=C(C5=C4OC(=CC5=O)C6=CC=C(C=C6)O)O)O
,CC1C2C(CC(O1)OC3CC(CC4=C3C(=C5C(=C4O)C(=O)C6=C(C5=O)C(=CC=C6)OC)O)(C(=O)C)O)N7C(C(OC(O2)CC(C)O)C)OC(C7=O)C(C)CO
,CC1=CC(=C(C=C1)F)S(=O)(=O)NC2=CC=C(C=C2)C3=NC4=C(C=NN4)C(=N3)OCC5CN(CCO5)CCOCCOCCOCCOCC(=O)NC(C(=O)N6CC(CC6C(=O)NCC7=CC=C(C=C7)C8=C(N=CS8)C)O)C(C)(C)C
,CC1=C2C(=NC=C1)N(C(=N2)C3CC3)CC4=CC=C(C=C4)C5=CC=CC=C5C(=O)O
,CCCCCC(C)(C)C1=CC=C(C=C1)C2CC(CCC2CCCO)O
,COC1=CC(=C(C=C1C(=O)NC2C3CC4C2CN(C4)C3)Cl)N
,CC1=C(C=C(C=C1)NC(=O)C2=CC(=CC=C2)C(F)(F)F)C(=O)NC3=CN=C(N=C3)NC4=CC(=CC=C4)NC(=O)C=C
,CCOC1=CC=C(C=C1)C2CNCCS2
,CCC(=O)C1C2=C(C(=CC=C2)O)C(=O)C3=C1C=CC=C3O
,C1C2CN(CC2CN1CC3=CC(=CC=C3)OC4=CC=C(C=C4)Cl)C(=O)NC5=CN=CC6=CC=CC=C65
,CC1=C(C(N2C(=CC=N2)N1)C3=CC(=C(C=C3)Cl)Cl)C(=O)N4CCCC4C5=CC=C(C=C5)F
,C1CN(C2C1CN(C2)C(=O)NC3=CN=C(C=C3)N4N=CC=N4)CC5=CC(=CC=C5)OC6=CC=C(C=C6)Cl
,C=CCN1CCN(CC1)C(C2=CC=CC=C2)C3=CC=CC=C3
,CCC(C)C(C(=O)NC(CC1=CC=C(C=C1)O)C(=O)N2CCCC2C(=O)NC(CCCN=C(N)N)C(=O)NC(CC3=CN=CN3)C(=O)O)NC(=O)C(C)NC(=O)C(CC4=CN=CN4)N
,COC1=CC=CC=C1N2CCN(CC2)CCN(C3=CC=CC=N3)C(=O)C4=CC=C(C=C4)I.Cl
,CCCCCCC(=O)OC1CCC2C1(CCC3C2CCC4=C3C=CC(=C4)O)C
,C1C(C(OC1N2C=CC3=C2C=CC(=C3)[N+](=O)[O-])COP(=O)(O)O)O
,CCOC1=CC=CC=C1OCCNC(C)CC2=CC(=C(C=C2)OC)S(=O)(=O)N
,CC1=CC(=NC2=CC=CC=C12)N3CCN(CC3)C4=CC=CC=C4
,CC(=CCC1=C(C(=C(C=C1CCCC2=C(C=C(C=C2)O)O)O)O)CC=C(C)C)C
,CCCCCCCCCCCCCCOP(=O)(O)OCC1C(CC(O1)N2C=C(C(=O)NC2=O)F)O
,CCCCCCCCCCCCCCOC1=CC=C(O1)C(=O)OCC(F)(F)F
,CC12CC(CNC1)(CN(C2)CC3=CC(=CC=C3)Br)C
,C1CCCN(CC1)C(=O)C2=CC=C(O2)COC3=C(C=CC(=C3)Cl)Cl
,C1=NC2=C(NN=C2C(=N1)N)C3C(C(C(O3)COP(=O)(O)O)O)O
,C1CN(CCN1)C2=CC=C(C=C2)Br.Cl
,CC(C)C1C(=O)NC(C(=O)NC(CSSCCC(=O)NC(C(=O)NC(C(=O)N1)CC2=CC=CC=C2)CC3=CC=C(C=C3)O)C(=O)N4CCCC4C(=O)NC(CCCN=C(N)N)C(=O)NCC(=O)N)CC(=O)N
,CCCN(CC)C(CC)C(=O)NC1=C(C=CC=C1C)C
,CN(C)CCN1C(=O)C2=CC=CC3=CC(=CC(=C32)C1=O)[N+](=O)[O-]
,CC1=CC=CC=C1C(=O)NC(C)C2=CC3=CC=CC=C3C=C2
,CC(C(=O)NC1CCCC2CC3CCN(CC3N2C1=O)CCC4=CC=C(C=C4)Cl)NC
,CCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCC)O
,CN1CCC(C1=O)(C#CC2=CC(=CC=C2)C3=NC(=CC(=C3)OC)C(=O)N)O
,CCOC1=CC=CC=C1N(C)S(=O)(=O)C2=CC3=C(C=C2)NC=C(C3=O)C(=O)NCC=C
,CCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCC
,C1=CC=C2C(=C1)C=CN2NC3=CC=NC=C3
,CC(C)C1=CC=CC=C1OC(=O)NCCC2=CC3=CC=CC=C3C=C2
,CC1=C(N=C(N=C1N)C(CC(=O)N)NCC(C(=O)N)N)C(=O)NC(C(C2=CN=CN2)OC3C(C(C(C(O3)CO)O)O)OC4C(C(C(C(O4)CO)O)OC(=O)N)O)C(=O)NC(C)C(C(C)C(=O)NC(C(C)O)C(=O)NCCC5=NC(=CS5)C6=NC(=CS6)C(=O)NCCC[S+](C)C)O.OS(=O)(=O)[O-]
